# Posiciones de boyas (X, Y) [m]
# Formato: X	Y
5.020000	1.500000
14.940000	1.500000
24.860000	1.500000
34.890000	1.500000
44.810000	1.500000
54.730000	1.500000
64.770000	1.500000
74.690000	1.500000

# Series de tiempo
# Formato: Time[s]	Eta1[m]	Eta2[m]	Eta3[m]	Eta4[m]	Eta5[m]	Eta6[m]	Eta7[m]	Eta8[m]
128.8772049438	-0.0123484647	0.0126088634	-0.0014307923	-0.0027578089	0.0105663240	-0.0056708809	-0.0017435568	0.0107259443
128.8893205945	-0.0123669570	0.0138394730	-0.0019029939	-0.0023911879	0.0116521111	-0.0055057616	-0.0024177160	0.0119637502
128.8999217888	-0.0123829469	0.0148829482	-0.0022718054	-0.0020711962	0.0126405153	-0.0053578005	-0.0029814583	0.0130837755
128.9120374394	-0.0124010006	0.0160178095	-0.0026415144	-0.0017088370	0.0138066048	-0.0051850788	-0.0035945883	0.0143956942
128.9256675464	-0.0124210287	0.0171950404	-0.0029904372	-0.0013088352	0.0151525261	-0.0049865218	-0.0042434968	0.0158958584
128.9377831971	-0.0124385804	0.0181299001	-0.0032403986	-0.0009633212	0.0163651314	-0.0048065232	-0.0047833631	0.0172333047
128.9483843914	-0.0124537405	0.0188456532	-0.0034127908	-0.0006712025	0.0174264368	-0.0046464573	-0.0052270568	0.0183919147
128.9605000421	-0.0124708395	0.0195307806	-0.0035595943	-0.0003517221	0.0186244156	-0.0044606668	-0.0057014409	0.0196850095
128.9741301491	-0.0124897901	0.0201194454	-0.0036589301	-0.0000141970	0.0199306682	-0.0042480333	-0.0061938772	0.0210749712
128.9862457997	-0.0125063835	0.0204828382	-0.0036719472	0.0002631388	0.0210326761	-0.0040557450	-0.0065955967	0.0222286191
128.9968469940	-0.0125207063	0.0206264630	-0.0036542735	0.0004860035	0.0219341312	-0.0038848494	-0.0069199540	0.0231566336
129.0059337320	-0.0125328377	0.0206339881	-0.0036019422	0.0006609132	0.0226488840	-0.0037362925	-0.0071783098	0.0238799695
129.0165349264	-0.0125468252	0.0205574073	-0.0035032574	0.0008447147	0.0234028865	-0.0035603871	-0.0074574086	0.0246273410
129.0286505770	-0.0125625916	0.0202952754	-0.0033408164	0.0010261508	0.0241429210	-0.0033556467	-0.0077478974	0.0253379084
129.0422806840	-0.0125800464	0.0198058188	-0.0030966010	0.0011914042	0.0247984380	-0.0031200533	-0.0080398610	0.0259354971
129.0574252473	-0.0125991004	0.0190434270	-0.0027514612	0.0013259182	0.0252870545	-0.0028508292	-0.0083231870	0.0263386816
129.0710553543	-0.0126159424	0.0181859229	-0.0023770498	0.0014023209	0.0254721232	-0.0026007763	-0.0085433265	0.0264024343
129.0831710050	-0.0126306694	0.0173102710	-0.0019958983	0.0014197174	0.0254518315	-0.0023713999	-0.0087129530	0.0262763686
129.0937721993	-0.0126433689	0.0164736602	-0.0016270018	0.0014150261	0.0252727624	-0.0021644668	-0.0088424198	0.0260032378
129.1058878499	-0.0126576684	0.0154566858	-0.0011674265	0.0013716343	0.0248950105	-0.0019199442	-0.0089700045	0.0255008023
129.1195179569	-0.0126734851	0.0142613789	-0.0006057777	0.0012816364	0.0242491346	-0.0016332918	-0.0090892585	0.0247129519
